SITE_ID,SECMEAN,COLOR,CHLA,COND,DOC,NTL,PTL,LON_DD,LAT_DD,COM_ID,ELEV_PT,DEPTHMAX,AREA_HA,survey
NLA06608-0020,0.88,11,16.635,216.5,4.87,535.5,25,-87.81380832,39.40817838,10284202,184.92,14.9,296.2001459,2007
NLA06608-0021,5.925,5,3.12,363,2.81,426.5,9,-77.3095481,42.77191973,21980955,209.55,53,4226.925272,2007
NLA06608-0021,5.925,5,3.12,363,2.81,426.5,9,-77.3095481,42.77191973,21980955,209.55,53,4226.925272,2007
NLA06608-0023,1.125,7.5,2.8,184,4.29,455.5,18,-97.745332,31.14849172,2580363,265.85,3,6.20722172,2007
NLA06608-0023,1.125,7.5,2.8,184,4.29,455.5,18,-97.745332,31.14849172,2580363,265.85,3,6.20722172,2007
NLA06608-0024,0.99,27.5,34.775,162,9.025,901.5,32,-95.48843409,32.1220497,4451216,105.13,12.9,9530.145112,2007
NLA06608-0024,0.99,27.5,34.775,162,9.025,901.5,32,-95.48843409,32.1220497,4451216,105.13,12.9,9530.145112,2007
NLA06608-0025,3.5,7,1.565,87,3.28,146,7,-81.34573084,35.20132137,12033697,245.48,8,11.48123514,2007
NLA06608-0025,3.5,7,1.565,87,3.28,146,7,-81.34573084,35.20132137,12033697,245.48,8,11.48123514,2007
NLA06608-0029,0.26,15,114.96,144.5,4.815,2126,204.5,-75.21503793,38.75601051,8076348,1.87,1.7,73.10037419,2007
NLA06608-0029,0.26,15,114.96,144.5,4.815,2126,204.5,-75.21503793,38.75601051,8076348,1.87,1.7,73.10037419,2007
NLA06608-0031,0.94,10.5,6.88,352.5,3.91,411,28,-81.51745185,39.77645357,15429940,241.93,4.9,24.24953577,2007
NLA06608-0031,0.94,10.5,6.88,352.5,3.91,411,28,-81.51745185,39.77645357,15429940,241.93,4.9,24.24953577,2007
NLA06608-0033,0.825,35,6.88,105.5,10.445,637.5,49.5,-121.2990598,47.31108363,24136857,732.43,1.8,15.16448355,2007
NLA06608-0033,0.825,35,6.88,105.5,10.445,637.5,49.5,-121.2990598,47.31108363,24136857,732.43,1.8,15.16448355,2007
NLA06608-0036,2.45,5,4.045,132,4.22,209.5,8.5,-88.32737922,37.47735404,11867374,113.39,5,12.02760537,2007
NLA06608-0036,2.45,5,4.045,132,4.22,209.5,8.5,-88.32737922,37.47735404,11867374,113.39,5,12.02760537,2007
NLA06608-0037,3.5,9,6.64,99,3.305,288.5,14,-73.36398551,41.69699293,7711450,211.27,13,236.955581,2007
NLA06608-0037,3.5,9,6.64,99,3.305,288.5,14,-73.36398551,41.69699293,7711450,211.27,13,236.955581,2007
NLA06608-0038,5.2,10,3.2,61.5,3.305,135.5,3.5,-71.86971736,44.79759122,4599159,358.73,13.6,220.6478779,2007
NLA06608-0038,5.2,10,3.2,61.5,3.305,135.5,3.5,-71.86971736,44.79759122,4599159,358.73,13.6,220.6478779,2007
NLA06608-0041,8.315,4,1.01,84,1.415,423,1,-80.85405519,38.22694093,4547794,501.84,43,1071.509332,2007
NLA06608-0041,8.315,4,1.01,84,1.415,423,1,-80.85405519,38.22694093,4547794,501.84,43,1071.509332,2007
NLA06608-0042,4.09,8,1.745,21,3.99,180,10,-107.0403753,44.45823517,5378824,2626,13.9,77.7184868,2007
NLA06608-0042,4.09,8,1.745,21,3.99,180,10,-107.0403753,44.45823517,5378824,2626,13.9,77.7184868,2007
NLA06608-0043,1.65,15,5.365,426,7.235,679.5,10,-85.44424168,41.553395,12259598,273.03,16.5,24.24719175,2007
NLA06608-0043,1.65,15,5.365,426,7.235,679.5,10,-85.44424168,41.553395,12259598,273.03,16.5,24.24719175,2007
NLA06608-0044,0.11,34,133.005,290.5,16.8,5424.5,562,-101.7024805,42.4048448,16041236,1097.9,1.6,219.8023543,2007
NLA06608-0044,0.11,34,133.005,290.5,16.8,5424.5,562,-101.7024805,42.4048448,16041236,1097.9,1.6,219.8023543,2007
NLA06608-0045,0.91,17,20.64,110,4.655,539,57,-77.88986113,37.29320486,8606221,65.73,2.5,28.83819816,2007
NLA06608-0045,0.91,17,20.64,110,4.655,539,57,-77.88986113,37.29320486,8606221,65.73,2.5,28.83819816,2007
NLA06608-0048,0.38,9,38.345,232.5,4.835,888.5,97.5,-89.17572548,36.7872968,7468652,92.55,3.1,5.61794831,2007
NLA06608-0048,0.38,9,38.345,232.5,4.835,888.5,97.5,-89.17572548,36.7872968,7468652,92.55,3.1,5.61794831,2007
NLA06608-0049,2.53,5,1.14,92,1.88,256,15,-117.1533553,45.06232667,24197086,2107.88,3.7,12.89054746,2007
NLA06608-0050,1.3,34,7.015,25.5,5.635,351,17,-71.80868659,43.44601793,6760504,196.17,5,11.97907093,2007
NLA06608-0050,1.3,34,7.015,25.5,5.635,351,17,-71.80868659,43.44601793,6760504,196.17,5,11.97907093,2007
NLA06608-0053,0.95,6,5.635,206,2.84,260.5,24,-73.43960723,43.55819295,15447630,28.85,5.9,470.73915,2007
NLA06608-0053,0.95,6,5.635,206,2.84,260.5,24,-73.43960723,43.55819295,15447630,28.85,5.9,470.73915,2007
NLA06608-0057,0.425,30,98.1,155,9.78,1347.5,215,-80.51686138,34.96189211,9203425,149.57,3.7,53.02839363,2007
NLA06608-0057,0.425,30,98.1,155,9.78,1347.5,215,-80.51686138,34.96189211,9203425,149.57,3.7,53.02839363,2007
NLA06608-0061,1.815,10,6.575,764.5,6.325,521.5,17.5,-113.5793644,34.24558153,21383092,335,15.3,572.3287327,2007
NLA06608-0061,1.815,10,6.575,764.5,6.325,521.5,17.5,-113.5793644,34.24558153,21383092,335,15.3,572.3287327,2007
NLA06608-0062,1.58,20,30.49,3862.5,29.01,2823.5,136,-99.74629427,47.32067994,14679012,562.29,2.8,54.29856165,2007
NLA06608-0062,1.58,20,30.49,3862.5,29.01,2823.5,136,-99.74629427,47.32067994,14679012,562.29,2.8,54.29856165,2007
NLA06608-0064,0.37,24,16.415,2756.5,35.44,3514.5,1689,-112.1680165,48.8940613,12337192,1208,2.5,25.20779145,2007
NLA06608-0064,0.37,24,16.415,2756.5,35.44,3514.5,1689,-112.1680165,48.8940613,12337192,1208,2.5,25.20779145,2007
NLA06608-0065,6.41,2,0.735,202.5,1.35,63,2,-115.116608,48.96243381,22886879,766.43,17.1,89.52258877,2007
NLA06608-0065,6.41,2,0.735,202.5,1.35,63,2,-115.116608,48.96243381,22886879,766.43,17.1,89.52258877,2007
NLA06608-0066,2.65,8,4.175,121,1.77,619.5,6.5,-79.38081778,39.76851425,3806779,439.26,20.5,1094.588775,2007
NLA06608-0066,2.65,8,4.175,121,1.77,619.5,6.5,-79.38081778,39.76851425,3806779,439.26,20.5,1094.588775,2007
NLA06608-0068,7.3,3,0.705,210.5,0.895,149.5,1,-107.8853911,37.82447614,18377442,2959.6,18.6,50.09896936,2007
NLA06608-0068,7.3,3,0.705,210.5,0.895,149.5,1,-107.8853911,37.82447614,18377442,2959.6,18.6,50.09896936,2007
NLA06608-0069,0.6,99,5.76,138.5,15.255,595.5,42,-81.13759704,28.63735951,10994747,11.26,3.6,24.47044676,2007
NLA06608-0069,0.6,99,5.76,138.5,15.255,595.5,42,-81.13759704,28.63735951,10994747,11.26,3.6,24.47044676,2007
NLA06608-0071,0.38,13,199.44,245,8.17,2354.5,402.5,-91.50916933,31.66683993,19367808,15.17,5.3,460.2095294,2007
NLA06608-0071,0.38,13,199.44,245,8.17,2354.5,402.5,-91.50916933,31.66683993,19367808,15.17,5.3,460.2095294,2007
NLA06608-0072,0.515,35,78.505,221,9.26,1994.5,175,-98.40515204,32.23766222,2567126,429.56,5.7,9.127076417,2007
NLA06608-0072,0.515,35,78.505,221,9.26,1994.5,175,-98.40515204,32.23766222,2567126,429.56,5.7,9.127076417,2007
NLA06608-0073,10.2,2.5,1.335,26720,20.475,1402.5,4772,-118.878391,39.52477029,13068752,1216.87,28,152.2446927,2007
NLA06608-0073,10.2,2.5,1.335,26720,20.475,1402.5,4772,-118.878391,39.52477029,13068752,1216.87,28,152.2446927,2007
NLA06608-0076,0.95,10,19.84,254,5.3,573,28,-94.49793062,39.41441295,5108638,264.36,11.8,3008.068118,2007
NLA06608-0076,0.95,10,19.84,254,5.3,573,28,-94.49793062,39.41441295,5108638,264.36,11.8,3008.068118,2007
NLA06608-0077,NA,15,81.29,315,7.105,1545.5,133.5,-74.53388264,40.92704692,6248768,238.18,2.5,65.32834218,2007
NLA06608-0077,NA,15,81.29,315,7.105,1545.5,133.5,-74.53388264,40.92704692,6248768,238.18,2.5,65.32834218,2007
NLA06608-0078,0.67,64,11.635,2121,49.69,4520.5,122,-100.2942095,48.17781123,14273984,456.67,1.1,15.07116765,2007
NLA06608-0078,0.67,64,11.635,2121,49.69,4520.5,122,-100.2942095,48.17781123,14273984,456.67,1.1,15.07116765,2007
NLA06608-0079,6.85,5,1.875,86,1.745,102.5,5.5,-107.2317809,39.98585506,1343650,2934,48.8,130.9081557,2007
NLA06608-0079,6.85,5,1.875,86,1.745,102.5,5.5,-107.2317809,39.98585506,1343650,2934,48.8,130.9081557,2007
NLA06608-0080,0.485,10,60.55,409,5.375,1001.5,106.5,-91.56105203,34.1200351,15313849,51.5,3.3,79.79770424,2007
NLA06608-0080,0.485,10,60.55,409,5.375,1001.5,106.5,-91.56105203,34.1200351,15313849,51.5,3.3,79.79770424,2007
NLA06608-0081,3.945,31,34.34,63.5,7.99,783.5,22.5,-122.1241675,48.22612028,24277183,42.78,8.5,10.0070393,2007
NLA06608-0081,3.945,31,34.34,63.5,7.99,783.5,22.5,-122.1241675,48.22612028,24277183,42.78,8.5,10.0070393,2007
NLA06608-0083,NA,29,4.91,4489.5,41.245,3967,55,-99.13645049,45.95096444,14747730,590.81,2,48.33310631,2007
NLA06608-0083,NA,29,4.91,4489.5,41.245,3967,55,-99.13645049,45.95096444,14747730,590.81,2,48.33310631,2007
NLA06608-0085,0.125,16,24.62,225.5,11.395,1549.5,406,-116.1414317,43.46045448,23406359,973.07,2.4,33.42344767,2007
NLA06608-0085,0.125,16,24.62,225.5,11.395,1549.5,406,-116.1414317,43.46045448,23406359,973.07,2.4,33.42344767,2007
NLA06608-0086,1.52,6,35.4,117.5,2.67,576.5,26,-122.4260347,45.61657075,23740719,55.6,16,101.3087296,2007
NLA06608-0086,1.52,6,35.4,117.5,2.67,576.5,26,-122.4260347,45.61657075,23740719,55.6,16,101.3087296,2007
NLA06608-0089,1.225,2,21.28,66,1.995,405.5,33.5,-81.54174586,35.7733743,9751288,301.83,15,879.2648891,2007
NLA06608-0089,1.225,2,21.28,66,1.995,405.5,33.5,-81.54174586,35.7733743,9751288,301.83,15,879.2648891,2007
NLA06608-0090,4.29,16,2.95,34.5,5.62,301.5,13,-109.6534609,42.93075473,18327314,2812,7.8,8.528510903,2007
NLA06608-0090,4.29,16,2.95,34.5,5.62,301.5,13,-109.6534609,42.93075473,18327314,2812,7.8,8.528510903,2007
NLA06608-0091,0.27,12,125.1,327.5,7.47,2216,167,-87.43213825,41.36944118,13435523,211.77,3.7,305.5679078,2007
NLA06608-0091,0.27,12,125.1,327.5,7.47,2216,167,-87.43213825,41.36944118,13435523,211.77,3.7,305.5679078,2007
NLA06608-0099,2.85,9,3.63,554.5,5.805,612,8.5,-88.45255303,43.09951588,13290898,262.37,19.5,314.7521338,2007
NLA06608-0099,2.85,9,3.63,554.5,5.805,612,8.5,-88.45255303,43.09951588,13290898,262.37,19.5,314.7521338,2007
NLA06608-0101,9.6,9,0.7,16,1.18,63,1,-73.48227989,42.02167966,7709574,532.8,10.1,61.41489821,2007
NLA06608-0102,4.37,16,1.2,20,3.67,137,1,-70.72328312,44.50713663,6709871,330.37,36.3,51.55246837,2007
NLA06608-0104,0.315,15,37.23,306,6.365,1088.5,96,-98.26265148,37.65529355,21148492,479.33,1.9,56.79375053,2007
NLA06608-0104,0.315,15,37.23,306,6.365,1088.5,96,-98.26265148,37.65529355,21148492,479.33,1.9,56.79375053,2007
NLA06608-0105,0.84,9,14.19,484,3.22,386,89.5,-112.2015025,38.2350209,10814778,1820,6,906.5113613,2007
NLA06608-0105,0.84,9,14.19,484,3.22,386,89.5,-112.2015025,38.2350209,10814778,1820,6,906.5113613,2007
NLA06608-0107,NA,4,2.32,209,7.05,520,3,-85.08175821,41.65016117,12259378,300.77,4,12.42080368,2007
NLA06608-0110,3.85,4,1.77,260,5.81,491,12,-95.72856324,46.86973364,6654751,437.86,12.4,139.0508291,2007
NLA06608-0111,1.68,8,3.26,395,3.79,343,6,-81.13692241,41.13540548,13155459,286.66,12.8,1064.647066,2007
NLA06608-0112,0.51,16,84.76,195,6.87,1266,96,-89.14408234,39.01266111,13869762,160.22,9,276.3794065,2007
NLA06608-0113,2.3,7,4.69,130,3.76,190,9,-72.23412171,44.71864202,4599649,396.91,13.1,83.35226447,2007
NLA06608-0115,2.6,2,1.35,324,2.65,540,5,-89.19099056,44.32355428,9036005,271.25,17,6.737155775,2007
NLA06608-0116,1.43,15,2.82,354,3.87,271,26,-106.3013899,35.66653924,17833136,1625.22,25.8,406.2048459,2007
NLA06608-0120,0.34,25,2.16,742.5,4.645,1215,247.5,-96.36834536,36.16292985,20971700,220.49,20.6,10251.57227,2007
NLA06608-0120,0.34,25,2.16,742.5,4.645,1215,247.5,-96.36834536,36.16292985,20971700,220.49,20.6,10251.57227,2007
NLA06608-0124,0.2,88,31.59,7382,290.57,340,213,-101.8094915,42.14001905,17393002,1140.27,1.1,30.53256534,2007
NLA06608-0126,0.16,40,304.92,1488,34.305,6373.5,555.5,-99.32424356,47.19305824,11496390,569.53,2.5,11.53500919,2007
NLA06608-0126,0.16,40,304.92,1488,34.305,6373.5,555.5,-99.32424356,47.19305824,11496390,569.53,2.5,11.53500919,2007
NLA06608-0127,2.2,17,5.92,508,11,641,19,-109.3063643,34.15364617,20584480,2106.3,5.2,35.85993055,2007
NLA06608-0128,0.595,35,135.95,566.5,17.225,2656,278,-109.2416928,48.75289143,12471702,787.37,2.2,12.37799839,2007
NLA06608-0128,0.595,35,135.95,566.5,17.225,2656,278,-109.2416928,48.75289143,12471702,787.37,2.2,12.37799839,2007
NLA06608-0129,7.055,1.5,0.545,247,2.55,129,3,-114.5994561,48.21240982,24341846,1203,60.3,1138.974069,2007
NLA06608-0129,7.055,1.5,0.545,247,2.55,129,3,-114.5994561,48.21240982,24341846,1203,60.3,1138.974069,2007
NLA06608-0130,1.63,28,12.91,159,10.24,2234,36,-111.0870104,31.40138437,15907149,1168.89,9.7,20.47176878,2007
NLA06608-0132,1.35,5,8.11,352,5.96,466,56,-109.0936327,36.20871918,1408815,2222,6,88.38069497,2007
NLA06608-0134,7.6,0,1.58,58,2.21,156,4,-73.04056323,41.88000298,6110045,285.96,19.8,99.98457278,2007
NLA06608-0137,9.9,9,1.33,56,0.9,82,3,-119.3636363,38.14855815,8914377,2163.46,34.2,116.0372371,2007
NLA06608-0139,1.35,16,12.8,497,8.21,763,33,-85.93794192,41.17205162,18486140,251.92,7.9,94.68796912,2007
NLA06608-0140,0.53,20,52.56,277,7.53,1158,173,-95.45270584,39.639176,743939,321.71,1.7,26.86439392,2007
NLA06608-0141,0.52,9,110.16,215,3.4,975,73,-75.68870871,39.41622694,4652598,0,1.6,65.47479386,2007
NLA06608-0142,4.7,9,1.36,102,3.84,293,7,-89.54369029,45.99791162,14446838,497.98,16.8,130.8236981,2007
NLA06608-0144,0.73,18,14.04,419.5,6.05,824.5,68.5,-99.39138265,33.39525121,5541638,405.7,12.3,706.1356995,2007
NLA06608-0144,0.73,18,14.04,419.5,6.05,824.5,68.5,-99.39138265,33.39525121,5541638,405.7,12.3,706.1356995,2007
NLA06608-0148,2.8,0,1.87,252,3.57,342,16,-86.1080157,39.34860511,18461526,236.08,7.3,28.96652302,2007
NLA06608-0149,2.3,5,4.18,118,3.49,220,12,-76.84081042,41.63340269,4196860,451.56,10.4,13.9443979,2007
NLA06608-0150,1.97,12,8.22,104,4.27,366,16,-69.2311707,44.84955975,3319884,60.78,18,1887.921908,2007
NLA06608-0152,1.2,13,5.2,474,5.35,521,21,-97.68636485,34.59440722,19956720,328.06,8.7,399.558531,2007
NLA06608-0153,1.68,18,10.4,95,2.91,656,34,-78.62538711,37.21418362,8609463,133.82,3.8,34.27813038,2007
NLA06608-0155,0.87,33,79.8,938,11.98,1520,114,-88.12714851,42.37328848,14769830,223.92,8.1,154.8023875,2007
NLA06608-0158,5.58,6,3.14,72,3.81,651,16,-91.24994528,45.88100581,13121060,401.01,8.5,121.2290333,2007
NLA06608-0161,0.65,24,39,768,10.72,1069,30,-82.72114525,28.1024337,16915600,0.35,3.8,1013.147687,2007
NLA06608-0162,2.15,20,2.56,52,5.03,244,14,-72.10321054,42.73356694,9342959,270.74,2,53.36921117,2007
NLA06608-0167,0.1,35,789.84,1507,23.135,15037.5,1122.5,-94.03191284,44.9419591,2354274,302.17,1.1,70.1956031,2007
NLA06608-0167,0.1,35,789.84,1507,23.135,15037.5,1122.5,-94.03191284,44.9419591,2354274,302.17,1.1,70.1956031,2007
NLA06608-0168,0.4,29,21.76,212,6.56,866,61,-94.85392322,37.75822313,7366433,276.12,4.1,24.03842122,2007
NLA06608-0169,3.5,7,14.47,204,2.64,539.5,64,-111.5318192,38.51725431,4899771,2435,11,69.82449803,2007
NLA06608-0169,3.5,7,14.47,204,2.64,539.5,64,-111.5318192,38.51725431,4899771,2435,11,69.82449803,2007
NLA06608-0170,NA,0,1.44,239,6.94,780,8,-86.10688883,43.9911006,8990546,214.91,3.4,50.9227675,2007
NLA06608-0173,0.22,6,70.4,3526,12.72,2218,57,-115.5092281,33.07333126,22597893,0,2.8,21.04453369,2007
NLA06608-0174,1.9,5,6.39,652.5,8.725,902.5,16,-96.0363618,46.25212358,6657651,363.27,13.7,68.56302121,2007
NLA06608-0174,1.9,5,6.39,652.5,8.725,902.5,16,-96.0363618,46.25212358,6657651,363.27,13.7,68.56302121,2007
NLA06608-0175,0.91,8,19.68,365,4,698,55,-84.68705386,39.68102041,3881496,311.68,6.6,82.48245998,2007
NLA06608-0176,0.29,12,25.76,510,5.64,848,207,-90.45779851,35.14239477,3673364,58.08,2.2,44.88178132,2007
NLA06608-0177,2.75,19,3.58,56,3.59,177,6,-73.05232335,43.89203643,22221219,384.73,19,41.12619495,2007
NLA06608-0179,0.485,35,61.4,14805,66.945,6597,236,-101.0545158,44.36456222,16123197,597.43,2,10.57223489,2007
NLA06608-0179,0.485,35,61.4,14805,66.945,6597,236,-101.0545158,44.36456222,16123197,597.43,2,10.57223489,2007
NLA06608-0180,0.24,31,30.62,285,5.9,721,61,-98.88132868,34.51894059,572364,365.88,4.3,416.4717949,2007
NLA06608-0181,7,6,1.38,303,5.06,514,6,-119.0740544,37.78861101,20287024,2323.16,40,118.8168936,2007
NLA06608-0183,1.1,8,30.1,245,3.73,907,68,-92.42496232,45.32624711,2646860,310.94,9,577.5641342,2007
NLA06608-0184,0.35,15,40.75,447,4.65,1049,100,-94.74900513,38.83461964,4392387,303.84,2,14.95251132,2007
NLA06608-0185,NA,15,3.13,124,4.01,284,9,-75.45750462,41.11130456,4185101,533.22,2.5,97.57104386,2007
NLA06608-0189,0.48,12,39.745,419,3.92,759.5,71,-80.57939847,40.02942387,19451411,264.46,4.5,14.39709779,2007
NLA06608-0189,0.48,12,39.745,419,3.92,759.5,71,-80.57939847,40.02942387,19451411,264.46,4.5,14.39709779,2007
NLA06608-0190,2.45,11,5.17,76,10.52,666,16,-93.75949137,47.67254307,22238100,416,6.2,6.588803111,2007
NLA06608-0191,6.9,0,1.13,16,1.05,48,1,-83.66709127,35.16783478,19735013,916.56,44,640.0317026,2007
NLA06608-0193,NA,7,0.3,53,1.07,71,3,-121.1758404,48.70438576,24260721,268.82,2,81.434119,2007
NLA06608-0195,0.83,37,15.55,1120,16.66,1955,447,-99.08101063,46.89197546,11501264,570.45,1.9,6.30593343,2007
NLA06608-0196,0.83,19,31.4,170,6.35,1250,94,-88.06164584,38.77692521,10432760,143.41,6.7,52.2621923,2007
NLA06608-0198,2.1,4,10.67,106,1.99,353,25,-70.08954132,41.71307603,5878063,6.13,7.2,65.07224916,2007
NLA06608-0201,7.75,0,0.8,27,1.47,40,3,-120.4416484,39.11225012,14991593,1592.46,18,574.7259015,2007
NLA06608-0203,4.48,2,0.77,55,1.71,239,1,-87.31609868,34.00633269,19626282,155.33,49,471.993514,2007
NLA06608-0204,0.4,17,68.85,422,7.26,1355,125,-99.24197456,35.43592446,680133,547.83,2.6,35.7705532,2007
NLA06608-0207,1.9,7,7.155,45.5,4.11,401.5,16,-84.81807605,32.60301252,3429164,189.95,3.8,7.39308686,2007
NLA06608-0207,1.9,7,7.155,45.5,4.11,401.5,16,-84.81807605,32.60301252,3429164,189.95,3.8,7.39308686,2007
NLA06608-0208,0.28,8,65.6,125,5.12,1687,162,-90.96329594,35.58384499,9272602,69.01,3.9,95.89271234,2007
NLA06608-0209,5.86,5,3.26,107.5,2.58,203,5,-122.0836788,47.57601003,24539662,9.1,27.6,1934.331091,2007
NLA06608-0209,5.86,5,3.26,107.5,2.58,203,5,-122.0836788,47.57601003,24539662,9.1,27.6,1934.331091,2007
NLA06608-0211,NA,26,9.07,327,16.91,1340,42,-95.76982211,47.46534213,9401350,387.71,1.4,57.96213093,2007
NLA06608-0212,2.1,3,4.36,131,3,88,8,-86.46847503,39.02766863,18470130,172.67,13.2,2761.794457,2007
NLA06608-0215,0.68,14,58.46,389,7.95,1463,83,-94.96441345,45.2593824,4251590,355.29,9.8,385.3673642,2007
NLA06608-0216,0.35,30,19.2,330,10.93,1367,619,-96.52877618,40.3285507,18821320,425.89,1.1,32.08407696,2007
NLA06608-0217,1.13,12,17.6,78,7.1,508,6,-79.1460479,36.15288306,8779579,186.84,5,55.19553768,2007
NLA06608-0219,0.35,31,55.58,384,10.91,1826,36,-85.37102925,41.40043649,12265302,284.71,9.8,47.00750836,2007
NLA06608-0220,0.1,62,871.2,1376,114.54,22613,872,-100.5303638,42.50465482,16031228,884.56,1.2,20.18127341,2007
NLA06608-0221,0.72,26,31.68,191,6.11,594,38,-76.82122952,37.29913592,10062717,2.67,2.1,18.43275791,2007
NLA06608-0222,0.48,29,38.74,1705,22.93,2008,114,-102.9398075,48.40689317,21532134,696.09,3.5,20.30657879,2007
NLA06608-0223,1.015,7,41.415,85.5,3.235,637,44.5,-84.20752986,33.58413004,6332938,221.93,3.6,27.57731889,2007
NLA06608-0223,1.015,7,41.415,85.5,3.235,637,44.5,-84.20752986,33.58413004,6332938,221.93,3.6,27.57731889,2007
NLA06608-0224,2.395,2,2.31,175.5,3.495,334,10.5,-90.58984208,37.64783657,729879,323.96,8.6,70.64734976,2007
NLA06608-0224,2.395,2,2.31,175.5,3.495,334,10.5,-90.58984208,37.64783657,729879,323.96,8.6,70.64734976,2007
NLA06608-0225,3.075,4,1.275,358,3.125,318,25,-112.5389845,47.48039976,12398110,1355,17.3,205.6045623,2007
NLA06608-0225,3.075,4,1.275,358,3.125,318,25,-112.5389845,47.48039976,12398110,1355,17.3,205.6045623,2007
NLA06608-0226,2.43,20,5.89,51,3.69,328,8,-71.24740864,43.19952563,6739340,189.39,2.9,5.05517327,2007
NLA06608-0228,2.525,10,9.425,826.5,5.525,559,60.5,-103.6093941,38.06219707,914071,1268.59,5.4,217.2780867,2007
NLA06608-0228,2.525,10,9.425,826.5,5.525,559,60.5,-103.6093941,38.06219707,914071,1268.59,5.4,217.2780867,2007
NLA06608-0229,3,9,3.6,39,4.23,219,4,-74.449008,43.95295544,15468219,495.93,10.4,1683.029871,2007
